split,source_batch,frame_id,image,source
train,400-449_completed,0400,frame_0400_f10374.jpg,data/400-449_completed/images/frame_0400_f10374.jpg
train,400-449_completed,0411,frame_0411_f10659.jpg,data/400-449_completed/images/frame_0411_f10659.jpg
train,400-449_completed,0420,frame_0420_f10893.jpg,data/400-449_completed/images/frame_0420_f10893.jpg
train,400-449_completed,0438,frame_0438_f11359.jpg,data/400-449_completed/images/frame_0438_f11359.jpg
train,400-449_completed,0447,frame_0447_f11593.jpg,data/400-449_completed/images/frame_0447_f11593.jpg
train,400-449_completed,0449,frame_0449_f11645.jpg,data/400-449_completed/images/frame_0449_f11645.jpg
train,450-499_completed,0455,frame_0455_f11800.jpg,data/450-499_completed/images/frame_0455_f11800.jpg
train,450-499_completed,0459,frame_0459_f11904.jpg,data/450-499_completed/images/frame_0459_f11904.jpg
train,500-549_completed,0508,frame_0508_f13175.jpg,data/500-549_completed/images/frame_0508_f13175.jpg
train,500-549_completed,0516,frame_0516_f13382.jpg,data/500-549_completed/images/frame_0516_f13382.jpg
train,500-549_completed,0531,frame_0531_f13771.jpg,data/500-549_completed/images/frame_0531_f13771.jpg
train,500-549_completed,0539,frame_0539_f13979.jpg,data/500-549_completed/images/frame_0539_f13979.jpg
train,550-599_completed,0553,frame_0553_f14342.jpg,data/550-599_completed/images/frame_0553_f14342.jpg
train,550-599_completed,0568,frame_0568_f14731.jpg,data/550-599_completed/images/frame_0568_f14731.jpg
train,550-599_completed,0570,frame_0570_f14783.jpg,data/550-599_completed/images/frame_0570_f14783.jpg
train,550-599_completed,0573,frame_0573_f14861.jpg,data/550-599_completed/images/frame_0573_f14861.jpg
train,550-599_completed,0586,frame_0586_f15198.jpg,data/550-599_completed/images/frame_0586_f15198.jpg
train,550-599_completed,0598,frame_0598_f15509.jpg,data/550-599_completed/images/frame_0598_f15509.jpg
train,600-649_completed,0615,frame_0615_f15950.jpg,data/600-649_completed/images/frame_0615_f15950.jpg
train,600-649_completed,0617,frame_0617_f16002.jpg,data/600-649_completed/images/frame_0617_f16002.jpg
train,600-649_completed,0642,frame_0642_f16650.jpg,data/600-649_completed/images/frame_0642_f16650.jpg
train,600-649_completed,0645,frame_0645_f16728.jpg,data/600-649_completed/images/frame_0645_f16728.jpg
val,650-699_completed,0654,frame_0654_f16961.jpg,data/650-699_completed/images/frame_0654_f16961.jpg
val,650-699_completed,0656,frame_0656_f17013.jpg,data/650-699_completed/images/frame_0656_f17013.jpg
val,650-699_completed,0688,frame_0688_f17843.jpg,data/650-699_completed/images/frame_0688_f17843.jpg
val,650-699_completed,0695,frame_0695_f18025.jpg,data/650-699_completed/images/frame_0695_f18025.jpg
test,700-749_completed,0711,frame_0711_f18440.jpg,data/700-749_completed/images/frame_0711_f18440.jpg
test,700-749_completed,0719,frame_0719_f18647.jpg,data/700-749_completed/images/frame_0719_f18647.jpg
test,700-749_completed,0729,frame_0729_f18906.jpg,data/700-749_completed/images/frame_0729_f18906.jpg
test,700-749_completed,0733,frame_0733_f19010.jpg,data/700-749_completed/images/frame_0733_f19010.jpg
