split,source_batch,frame_id,image,source
train,400-449_completed,0400,frame_0400_f10374.jpg,data/400-449_completed/images/frame_0400_f10374.jpg
train,400-449_completed,0409,frame_0409_f10607.jpg,data/400-449_completed/images/frame_0409_f10607.jpg
train,400-449_completed,0411,frame_0411_f10659.jpg,data/400-449_completed/images/frame_0411_f10659.jpg
train,400-449_completed,0420,frame_0420_f10893.jpg,data/400-449_completed/images/frame_0420_f10893.jpg
train,400-449_completed,0438,frame_0438_f11359.jpg,data/400-449_completed/images/frame_0438_f11359.jpg
train,400-449_completed,0439,frame_0439_f11385.jpg,data/400-449_completed/images/frame_0439_f11385.jpg
train,400-449_completed,0442,frame_0442_f11463.jpg,data/400-449_completed/images/frame_0442_f11463.jpg
train,400-449_completed,0447,frame_0447_f11593.jpg,data/400-449_completed/images/frame_0447_f11593.jpg
train,400-449_completed,0449,frame_0449_f11645.jpg,data/400-449_completed/images/frame_0449_f11645.jpg
train,450-499_completed,0450,frame_0450_f11671.jpg,data/450-499_completed/images/frame_0450_f11671.jpg
train,450-499_completed,0455,frame_0455_f11800.jpg,data/450-499_completed/images/frame_0455_f11800.jpg
train,450-499_completed,0459,frame_0459_f11904.jpg,data/450-499_completed/images/frame_0459_f11904.jpg
train,450-499_completed,0471,frame_0471_f12215.jpg,data/450-499_completed/images/frame_0471_f12215.jpg
train,450-499_completed,0479,frame_0479_f12423.jpg,data/450-499_completed/images/frame_0479_f12423.jpg
train,450-499_completed,0483,frame_0483_f12526.jpg,data/450-499_completed/images/frame_0483_f12526.jpg
train,450-499_completed,0489,frame_0489_f12682.jpg,data/450-499_completed/images/frame_0489_f12682.jpg
train,500-549_completed,0502,frame_0502_f13019.jpg,data/500-549_completed/images/frame_0502_f13019.jpg
train,500-549_completed,0508,frame_0508_f13175.jpg,data/500-549_completed/images/frame_0508_f13175.jpg
train,500-549_completed,0512,frame_0512_f13279.jpg,data/500-549_completed/images/frame_0512_f13279.jpg
train,500-549_completed,0516,frame_0516_f13382.jpg,data/500-549_completed/images/frame_0516_f13382.jpg
train,500-549_completed,0521,frame_0521_f13512.jpg,data/500-549_completed/images/frame_0521_f13512.jpg
train,500-549_completed,0531,frame_0531_f13771.jpg,data/500-549_completed/images/frame_0531_f13771.jpg
train,500-549_completed,0539,frame_0539_f13979.jpg,data/500-549_completed/images/frame_0539_f13979.jpg
train,500-549_completed,0543,frame_0543_f14083.jpg,data/500-549_completed/images/frame_0543_f14083.jpg
train,550-599_completed,0553,frame_0553_f14342.jpg,data/550-599_completed/images/frame_0553_f14342.jpg
train,550-599_completed,0563,frame_0563_f14601.jpg,data/550-599_completed/images/frame_0563_f14601.jpg
train,550-599_completed,0565,frame_0565_f14653.jpg,data/550-599_completed/images/frame_0565_f14653.jpg
train,550-599_completed,0568,frame_0568_f14731.jpg,data/550-599_completed/images/frame_0568_f14731.jpg
train,550-599_completed,0570,frame_0570_f14783.jpg,data/550-599_completed/images/frame_0570_f14783.jpg
train,550-599_completed,0573,frame_0573_f14861.jpg,data/550-599_completed/images/frame_0573_f14861.jpg
train,550-599_completed,0584,frame_0584_f15146.jpg,data/550-599_completed/images/frame_0584_f15146.jpg
train,550-599_completed,0586,frame_0586_f15198.jpg,data/550-599_completed/images/frame_0586_f15198.jpg
train,550-599_completed,0588,frame_0588_f15250.jpg,data/550-599_completed/images/frame_0588_f15250.jpg
train,550-599_completed,0593,frame_0593_f15379.jpg,data/550-599_completed/images/frame_0593_f15379.jpg
train,550-599_completed,0595,frame_0595_f15431.jpg,data/550-599_completed/images/frame_0595_f15431.jpg
train,550-599_completed,0598,frame_0598_f15509.jpg,data/550-599_completed/images/frame_0598_f15509.jpg
train,600-649_completed,0612,frame_0612_f15872.jpg,data/600-649_completed/images/frame_0612_f15872.jpg
train,600-649_completed,0615,frame_0615_f15950.jpg,data/600-649_completed/images/frame_0615_f15950.jpg
train,600-649_completed,0617,frame_0617_f16002.jpg,data/600-649_completed/images/frame_0617_f16002.jpg
train,600-649_completed,0636,frame_0636_f16494.jpg,data/600-649_completed/images/frame_0636_f16494.jpg
train,600-649_completed,0642,frame_0642_f16650.jpg,data/600-649_completed/images/frame_0642_f16650.jpg
train,600-649_completed,0645,frame_0645_f16728.jpg,data/600-649_completed/images/frame_0645_f16728.jpg
val,650-699_completed,0654,frame_0654_f16961.jpg,data/650-699_completed/images/frame_0654_f16961.jpg
val,650-699_completed,0656,frame_0656_f17013.jpg,data/650-699_completed/images/frame_0656_f17013.jpg
val,650-699_completed,0661,frame_0661_f17143.jpg,data/650-699_completed/images/frame_0661_f17143.jpg
val,650-699_completed,0664,frame_0664_f17221.jpg,data/650-699_completed/images/frame_0664_f17221.jpg
val,650-699_completed,0669,frame_0669_f17350.jpg,data/650-699_completed/images/frame_0669_f17350.jpg
val,650-699_completed,0682,frame_0682_f17687.jpg,data/650-699_completed/images/frame_0682_f17687.jpg
