split,source_batch,frame_id,image,source
train,400-449_completed,0400,frame_0400_f10374.jpg,data/400-449_completed/images/frame_0400_f10374.jpg
train,400-449_completed,0401,frame_0401_f10400.jpg,data/400-449_completed/images/frame_0401_f10400.jpg
train,400-449_completed,0402,frame_0402_f10426.jpg,data/400-449_completed/images/frame_0402_f10426.jpg
train,400-449_completed,0403,frame_0403_f10452.jpg,data/400-449_completed/images/frame_0403_f10452.jpg
train,400-449_completed,0404,frame_0404_f10478.jpg,data/400-449_completed/images/frame_0404_f10478.jpg
train,400-449_completed,0405,frame_0405_f10504.jpg,data/400-449_completed/images/frame_0405_f10504.jpg
train,400-449_completed,0406,frame_0406_f10529.jpg,data/400-449_completed/images/frame_0406_f10529.jpg
train,400-449_completed,0407,frame_0407_f10555.jpg,data/400-449_completed/images/frame_0407_f10555.jpg
train,400-449_completed,0408,frame_0408_f10581.jpg,data/400-449_completed/images/frame_0408_f10581.jpg
train,400-449_completed,0409,frame_0409_f10607.jpg,data/400-449_completed/images/frame_0409_f10607.jpg
train,400-449_completed,0410,frame_0410_f10633.jpg,data/400-449_completed/images/frame_0410_f10633.jpg
train,400-449_completed,0411,frame_0411_f10659.jpg,data/400-449_completed/images/frame_0411_f10659.jpg
train,400-449_completed,0412,frame_0412_f10685.jpg,data/400-449_completed/images/frame_0412_f10685.jpg
train,400-449_completed,0413,frame_0413_f10711.jpg,data/400-449_completed/images/frame_0413_f10711.jpg
train,400-449_completed,0414,frame_0414_f10737.jpg,data/400-449_completed/images/frame_0414_f10737.jpg
train,400-449_completed,0415,frame_0415_f10763.jpg,data/400-449_completed/images/frame_0415_f10763.jpg
train,400-449_completed,0416,frame_0416_f10789.jpg,data/400-449_completed/images/frame_0416_f10789.jpg
train,400-449_completed,0417,frame_0417_f10815.jpg,data/400-449_completed/images/frame_0417_f10815.jpg
train,400-449_completed,0418,frame_0418_f10841.jpg,data/400-449_completed/images/frame_0418_f10841.jpg
train,400-449_completed,0419,frame_0419_f10867.jpg,data/400-449_completed/images/frame_0419_f10867.jpg
train,400-449_completed,0420,frame_0420_f10893.jpg,data/400-449_completed/images/frame_0420_f10893.jpg
train,400-449_completed,0421,frame_0421_f10918.jpg,data/400-449_completed/images/frame_0421_f10918.jpg
train,400-449_completed,0422,frame_0422_f10944.jpg,data/400-449_completed/images/frame_0422_f10944.jpg
train,400-449_completed,0423,frame_0423_f10970.jpg,data/400-449_completed/images/frame_0423_f10970.jpg
train,400-449_completed,0424,frame_0424_f10996.jpg,data/400-449_completed/images/frame_0424_f10996.jpg
train,400-449_completed,0425,frame_0425_f11022.jpg,data/400-449_completed/images/frame_0425_f11022.jpg
train,400-449_completed,0426,frame_0426_f11048.jpg,data/400-449_completed/images/frame_0426_f11048.jpg
train,400-449_completed,0427,frame_0427_f11074.jpg,data/400-449_completed/images/frame_0427_f11074.jpg
train,400-449_completed,0428,frame_0428_f11100.jpg,data/400-449_completed/images/frame_0428_f11100.jpg
train,400-449_completed,0429,frame_0429_f11126.jpg,data/400-449_completed/images/frame_0429_f11126.jpg
train,400-449_completed,0430,frame_0430_f11152.jpg,data/400-449_completed/images/frame_0430_f11152.jpg
train,400-449_completed,0431,frame_0431_f11178.jpg,data/400-449_completed/images/frame_0431_f11178.jpg
train,400-449_completed,0432,frame_0432_f11204.jpg,data/400-449_completed/images/frame_0432_f11204.jpg
train,400-449_completed,0433,frame_0433_f11230.jpg,data/400-449_completed/images/frame_0433_f11230.jpg
train,400-449_completed,0434,frame_0434_f11256.jpg,data/400-449_completed/images/frame_0434_f11256.jpg
train,400-449_completed,0435,frame_0435_f11282.jpg,data/400-449_completed/images/frame_0435_f11282.jpg
train,400-449_completed,0436,frame_0436_f11307.jpg,data/400-449_completed/images/frame_0436_f11307.jpg
train,400-449_completed,0437,frame_0437_f11333.jpg,data/400-449_completed/images/frame_0437_f11333.jpg
train,400-449_completed,0438,frame_0438_f11359.jpg,data/400-449_completed/images/frame_0438_f11359.jpg
train,400-449_completed,0439,frame_0439_f11385.jpg,data/400-449_completed/images/frame_0439_f11385.jpg
train,400-449_completed,0440,frame_0440_f11411.jpg,data/400-449_completed/images/frame_0440_f11411.jpg
train,400-449_completed,0441,frame_0441_f11437.jpg,data/400-449_completed/images/frame_0441_f11437.jpg
train,400-449_completed,0442,frame_0442_f11463.jpg,data/400-449_completed/images/frame_0442_f11463.jpg
train,400-449_completed,0443,frame_0443_f11489.jpg,data/400-449_completed/images/frame_0443_f11489.jpg
train,400-449_completed,0444,frame_0444_f11515.jpg,data/400-449_completed/images/frame_0444_f11515.jpg
train,400-449_completed,0445,frame_0445_f11541.jpg,data/400-449_completed/images/frame_0445_f11541.jpg
train,400-449_completed,0446,frame_0446_f11567.jpg,data/400-449_completed/images/frame_0446_f11567.jpg
train,400-449_completed,0447,frame_0447_f11593.jpg,data/400-449_completed/images/frame_0447_f11593.jpg
train,400-449_completed,0448,frame_0448_f11619.jpg,data/400-449_completed/images/frame_0448_f11619.jpg
train,400-449_completed,0449,frame_0449_f11645.jpg,data/400-449_completed/images/frame_0449_f11645.jpg
